value_id;option_id;store_id;value
2379865;4237;2;aluminium grey
2185816;4238;0;vinasse / altrosa
2185817;4238;1;altrosa
2185818;4238;2;vinasse
2185639;4239;0;sun yellow / sonnengelb
2185640;4239;1;sonnengelb
2185641;4239;2;sun yellow
2184569;4240;0;grass green / grasgr�n
2184570;4240;1;grasgr�n
2184571;4240;2;grass green
2185205;4241;0;orange red / orangerot
2185206;4241;1;orangerot
2185207;4241;2;orange red
2185485;4242;0;satin-finished / edelmattiert
2185486;4242;1;edelmattiert
2185487;4242;2;satin-finished
2189619;4243;0;LED 2x6W
2189620;4243;1;LED 2x6W
2189621;4243;2;LED 2x6W
2281259;4244;0;8000K
2189389;4245;0;LED 18x0,5W
2189341;4246;0;LED 12x0,5W
2189920;4247;0;LED 6x0,5W
2346092;4248;0;Pablo
2346093;4248;1;Pablo
2180922;4249;0;Pablo Pardo
2180923;4249;1;Pablo Pardo
2190296;4250;0;TR5 2Gx13 3x40W
2190297;4250;1;TR5 2Gx13 3x40W
2180994;4251;0;Peter Stathis
2180995;4251;1;Peter Stathis
2368871;4252;0;Dana Cannam
2368872;4252;1;Dana Cannam
2180390;4253;0;Fernando Pardo & Pablo Pardo
2180391;4253;1;Fernando Pardo & Pablo Pardo
2376342;4254;0;E27 4x60W
2376343;4254;1;E27 4x60W
2376349;4255;0;E27 6x60W
2376350;4255;1;E27 6x60W
2262870;4256;0;silver/silber
2262871;4256;1;silber
2262872;4256;2;silver
2262785;4257;0;aquamarine/aquamarinblau
2262786;4257;1;aquamarinblau
2262787;4257;2;aquamarine
2262867;4258;0;ruby-red/rubinrot
2262868;4258;1;rubinrot
2262869;4258;2;ruby-red
2180419;4259;0;Francesco Giannattasio
2180420;4259;1;Francesco Giannattasio
2180697;4260;0;Luca Scacchetti
2180698;4260;1;Luca Scacchetti
2368782;4261;0;Brian Rasmussen
2368783;4261;1;Brian Rasmussen
2368685;4262;0;Annarosa Romano/Bruno Menegon
2368686;4262;1;Annarosa Romano/Bruno Menegon
2180499;4263;0;Hans Thyge Raunkjaer
2180500;4263;1;Hans Thyge Raunkjaer
2180950;4264;0;Paolo Grasselli
2180951;4264;1;Paolo Grasielli
2368817;4265;0;Carlo Tamborini
2368818;4265;1;Carlo Tamborini
2180952;4266;0;Paolo Grasselli + Modoluce R&D
2180953;4266;1;Paolo Grasielli + Modoluce R&D
2180857;4267;0;Modoluce R&D
2180858;4267;1;Modoluce R&D
2188311;4268;0;E27 5x28W
2188312;4268;1;E27 5x28W
2188316;4269;0;E27 5x42W
2188317;4269;1;E27 5x42W
2188420;4270;0;FL-PL-C 1x18W
2188421;4270;1;FL-PL-C 1x18W
2380842;4271;0;E14 1x42W Reflektor
2380843;4271;1;E14 1x42W Reflecto
2188354;4272;0;E27 6x70W
2188355;4272;1;E27 6x70W
2188161;4273;0;E27 2x28W
2188162;4273;1;E27 2x28W
2188408;4274;0;FC-T5 1x22W
2188409;4274;1;FC-T5 1x22W
2190253;4275;0;T5 2x49W
2190254;4275;1;T5 2x49W
2190224;4276;0;T5 1x49W
2190225;4276;1;T5 1x49W
2190015;4277;0;PL 1x7W
2190016;4277;1;PL 1x7W
2188185;4278;0;E27 2x70W
2188186;4278;1;E27 2x70W
2188414;4279;0;FC-T5 3x55W
2188415;4279;1;FC-T5 3x55W
2188329;4280;0;E27 6x105W
2188330;4280;1;E27 6x105W
2188412;4281;0;FC-T5 2x55W
2188413;4281;1;FC-T5 2x55W
2188268;4282;0;E27 4x105W
2188269;4282;1;E27 4x105W
2188245;4283;0;E27 3x70W
2188246;4283;1;E27 3x70W
2188410;4284;0;FC-T5 1x55W
2188411;4284;1;FC-T5 1x55W
2189348;4285;0;LED 12x4,5W
2189349;4285;1;LED 12x4,5W
2189979;4286;0;LED 8x4,5W
2189980;4286;1;LED 8x4,5W
2189938;4287;0;LED 6x4,5W
2189939;4287;1;LED 6x4,5W
2381064;4288;0;E27 12x28W
2381065;4288;1;E27 12x28W
2188376;4289;0;E27 8x28W
2188377;4289;1;E27 8x28W
2188335;4290;0;E27 6x28W
2188336;4290;1;E27 6x28W
2381066;4291;0;E27 12x42W
2381067;4291;1;E27 12x42W
2188381;4292;0;E27 8x42W
2188382;4292;1;E27 8x42W
2188341;4293;0;E27 6x42W
2188342;4293;1;E27 6x42W
2189784;4294;0;LED 3x4,5W
2189785;4294;1;LED 3x4,5W
2381181;4295;0;E27 1x28W
2188183;4296;0;E27 2x70W
2188184;4296;1;7 2x70W
2381178;4297;0;E27 1x25W fluo
2189787;4298;0;LED 3x5,3W
2189788;4298;1;LED 3x5,3W
2188266;4299;0;E27 4x105W
2188267;4299;1;E27 4x105W
2190274;4300;0;T5 4x49W
2190275;4300;1;T5 4x49W
2190211;4301;0;T5 1x21W
2190212;4301;1;T5 1x21W
2380828;4302;0;E14 1x28W
2380829;4302;1;E14 1x28W
2188327;4303;0;E27 6x105W
2188328;4303;1;E27 6x105W
2188264;4304;0;E27 4x105W
2188265;4304;1;E27 4x105W
2190226;4305;0;T5 1x49W
2190227;4305;1;T5 1x49W
2361221;4306;0;E27 1x28W
2190238;4307;0;T5 2x21W
2190239;4307;1;T5 2x21W
2189896;4308;0;LED 5x4,2W
2189897;4308;1;LED 5x4,2W
2189656;4309;0;LED 38W
2369652;4310;0;38W
2324334;4311;0;red-/-rot
2324335;4311;1;rotes Kabel
2324336;4311;2;red cable
2180854;4312;0;Modiss Design Team
2180855;4312;1;Modiss Design Team
2185350;4313;0;red-purple-/-rot-lila
2185351;4313;1;rot-lila
2185352;4313;2;red-purple
1709632;4314;0;sand
1709627;4315;0;green/gr�n
1709628;4315;1;gr�n
1709629;4315;2;green
1709621;4316;0;brown grey/braungrau
1709622;4316;1;braungrau
1709623;4316;2;brown grey
1709631;4317;0;orange
1709633;4318;0;white/weiss
1709634;4318;1;weiss
1709635;4318;2;white
1709615;4319;0;black/schwarz
1709616;4319;1;schwarz
1709617;4319;2;black
1709684;4320;0;sand
1709679;4321;0;green/gr�n
1709680;4321;1;gr�n
1709681;4321;2;green
1709673;4322;0;brown grey/braungrau
1709674;4322;1;braungrau
1709675;4322;2;brown grey
1709683;4323;0;orange
1709685;4324;0;white/weiss
1709686;4324;1;weiss
1709687;4324;2;white
1709667;4325;0;black/schwarz
1709668;4325;1;schwarz
1709669;4325;2;black
1709659;4326;0;sand
1709652;4327;0;green/gr�n
1709653;4327;1;gr�n
1709654;4327;2;green
1709646;4328;0;brown grey/braungrau
1709647;4328;1;braungrau
1709648;4328;2;brown grey
1709658;4329;0;orange
1709660;4330;0;white/weiss
1709661;4330;1;weiss
1709662;4330;2;white
1709640;4331;0;black/schwarz
1709641;4331;1;schwarz
1709642;4331;2;black
1045732;4332;0;sand
1045728;4333;0;green/gr�n
1045729;4333;1;gr�n
1045730;4333;2;green
1045725;4334;0;brown grey/braungrau
1045726;4334;1;braungrau
1045727;4334;2;brown grey
1045731;4335;0;orange
1045733;4336;0;white/weiss
1045734;4336;1;weiss
1045735;4336;2;white
1045722;4337;0;black/schwarz
1045723;4337;1;schwarz
1045724;4337;2;black
421003;4338;0;sand
421004;4339;0;green/gr�n
421005;4339;1;gr�n
421006;4339;2;green
421007;4340;0;brown grey/braungrau
421008;4340;1;braungrau
421009;4340;2;brown grey
421010;4341;0;orange
421011;4342;0;white/weiss
421012;4342;1;weiss
421013;4342;2;white
421014;4343;0;black/schwarz
421015;4343;1;schwarz
421016;4343;2;black
2376086;4344;0;E27 1x250W
2375312;4345;0;E14 1x11W
2375313;4345;1;E14 1x11W
2376087;4346;0;E27 1x25W
2376088;4346;1;E27 1x25W
2188151;4347;0;E27 2x20W
2188152;4347;1;E27 2x20W
2375940;4348;0;G9 3x33W
2375941;4348;1;G9 3x33W
2341847;4349;0;gold leaf -/- blattgold
2341848;4349;1;blattgold
2341849;4349;2;gold leaf
2342008;4350;0;silver leaf -/- blattsilber
2342009;4350;1;blattsilber
2342010;4350;2;silver leaf
2139925;4351;0;R7s 118mm 1x150W
2174174;4352;0;R7s 118mm 1x200W
2346032;4353;0;Linea Light
2368575;4354;0;-
2368576;4354;1;-
2139928;4355;0;R7s 118mm 1x80W
2139929;4355;1;R7s 118mm 1x80W
2174172;4356;0;R7s 118mm 1x120W
2174173;4356;1;R7s 118mm 1x120W
2376396;4357;0;R7s 118mm 1x160W
2376397;4357;1;R7s 118mm 1x160W
2188813;4358;0;G9 1x20W
2188814;4358;1;G9 1x20W
2374097;4359;0;cherry wood -/- Kirschholz
2374098;4359;1;Kirschholz
2374099;4359;2;cherry wood
2190043;4360;0;R7s 118mm 1x160W Eco
2190033;4361;0;R7s 118mm 1x120W Eco
2190034;4361;1;R7s 118mm 1x120W Eco
2190035;4361;2;R7s 118mm 1x120W Eco
2190050;4362;0;R7s 118mm 1x80W
2375452;4363;0;E27 2x42W
2375453;4363;1;E27 2x42W
2375815;4364;0;E27 3x42W
2375816;4364;1;E27 3x42W
2376172;4365;0;E27 4x70W
2376173;4365;1;E27 4x70W
2376344;4366;0;E27 4x70W
2376345;4366;1;E27 4x70W
2199665;4367;0;dove grey -/- taubengrau
2199666;4367;1;taubengrau
2199667;4367;2;dove grey
2173795;4368;0;T5 1x22W
2173796;4368;1;T5 1x22W
2139946;4369;0;T5 1x40W
2139947;4369;1;T5 1x40W
2174199;4370;0;T5 1x55W
2174200;4370;1;T5 1x55W
2376404;4371;0;T5 1x55W
2376405;4371;1;T5 1x55W
2122442;4372;0;Cotton + Lycra -/Baumwolle + Lycra
2122443;4372;1;Baumwolle + Lycra
2122444;4372;2;cotton + lycra
2368683;4373;0;Annarosa Romano / Bruno Menegon
2368684;4373;1;Annarosa Romano / Bruno Menegon
2376092;4374;0;E27 1x52W
2376093;4374;1;E27 1x52W
2373996;4375;0;black painted metal -/- schwarz lackiertes Metall
2373997;4375;1;schwarz lackiertes Metall
2373998;4375;2;black painted metal
2192166;4376;0;white painted metal -/- wei� lackiertes Metall
2192167;4376;1;wei� lackiertes Metall
2192168;4376;2;white painted metal
2333364;4377;0;GX53 1x6W
2375636;4379;0;2G11 3x24W
2375637;4379;1;2G11 3x24W
2375972;4380;0;2G11 4x55W
2375973;4380;1;2G11 4x55W
2185544;4381;0;silk anthracite -/seidenes anthrazit
2185545;4381;1;seidenes anthrazit
2185546;4381;2;silk anthracite
2180629;4382;0;Josep Sancho
2180630;4382;1;Josep Sancho
2380047;4383;0;black methacrylate -/- schwarzes Methacrylat
2380048;4383;1;schwarezes Methacrylat
2380049;4383;2;black methacrylate
2185902;4384;0;white opale -/- opal wei�
2185903;4384;1;opal wei�
2185904;4384;2;white opale
2139941;4385;0;R7s 78mm 1x80W
2185243;4386;0;pink -/- rosa
2185244;4386;1;rosa
2185245;4386;2;pink
2375529;4387;0;G5 1x54W
2375913;4388;0;G5 1x80W
2372692;4389;0;dimmable DALI/ dimmbar DALI
2372693;4389;1;dimmbar DALI
2372694;4389;2;dimmable DALI
2181261;4390;0;Wilmotte & Industries
2188659;4391;0;G5 2x24W + G5 2x54W
2368587;4392;0;a.g Licht
2372920;4393;0;Presence sensor/ Anwesenheitssensor
2372921;4393;1;Anwesenheitssensor
2372922;4393;2;Presence sensor
2188682;4394;0;G5 6x24W
2189928;4395;0;LED 6x2,5W
2372716;4396;0;double-side light exit/zweiseitiger Lichtaustritt
2372717;4396;1;zweiseitiger Lichtaustritt
2372718;4396;2;double-side light exit
2372874;4397;0;one-side light exit / einseitiger Lichtaustritt
2372875;4397;1;einseitiger Lichtaustritt
2372876;4397;2;one-side light exit
2374560;4398;0;rust/rost
2374561;4398;1;rost
2374562;4398;2;rust
2374314;4399;0;grey white/grauweiss
2374315;4399;1;grauweiss
2374316;4399;2;grey white
2368635;4400;0;Alessandro Pedretti (Studio Rota & Partners)
2189918;4401;0;LED 6W
2189949;4402;0;LED 7W
2276112;4403;0;FL (>2x15 und < 2x20)
2276117;4404;0;MFL (>2x10 und < 2x15)
2276141;4405;0;WFL (>2x20 und < 2x30)
2276136;4406;0;SP (>2x5 und < 2x10)
2276084;4407;0;-
2189970;4408;0;LED 8W 4100K
2189969;4409;0;LED 8W 3000K
2346119;4410;0;Slamp
2180882;4411;0;Nigel Coates
2341919;4412;0;Opalflex
2185598;4413;0;spektrum (orange-blue-purple)
2185599;4413;1;spektrum (orange-blau-lila)
2185024;4414;0;multicolor (orange-yellow-green)
2185025;4414;1;multicolor (orange-gelb-gr�n)
2379985;4415;0;Arlecchino (purple-orange-blue)
2379986;4415;1;Arlecchino (lila-orange-blau)
2379987;4415;2;Arlecchino (purple-orange-blue)
2185022;4416;0;multicolor (orange-yellow-green)
2185023;4416;1;multicolor (orange-gelb-gr�n)
2186102;4417;0;_Arlecchino (purple-orange-blue)
2186103;4417;1;Arlecchino (lila-orange-blau)
2185020;4418;0;multicolor (orange-yellow-green)
2185021;4418;1;multicolor (orange-gelb-gr�n)
2186100;4419;0;_Arlecchino (purple-orange-blue)
2186101;4419;1;Arlecchino (lila-orange-blau)
2368584;4420;0;A. Spalletta, C.Croce, T.Ragnisco, M.Wijffels
2380524;4421;0;dafne
2185277;4424;0;prisma
2185592;4425;0;snow
2184721;4426;0;jet
2185671;4427;0;tetra
2184447;4428;0;fire
2379975;4429;0;aqua
2181134;4430;0;Stefano Papi
2185129;4431;0;opal
2302945;4432;0;RedDot Design Award - Honourable Mention
2368599;4433;0;Adriano Rachele
2375447;4434;0;E27 2x20W
2375448;4434;1;E27 2x20W
2375844;4435;0;E27 4x20W
2380269;4436;0;charcoal
2185259;4437;0;plum / pflaumenfarben
2185260;4437;1;pflaumenfarben
2185261;4437;2;plum
2184477;4438;0;fum�
2341799;4439;0;Cristalflex
2375751;4440;0;E27 1x24W
2375699;4441;0;E14 3x42W
2375700;4441;1;E14 3x42W
2375390;4442;0;E27 1x100W
2375391;4442;1;E27 1x100W
2173797;4443;0;T5 1x40W
2173798;4443;1;T5 1x40W
2139948;4444;0;T5 1x55W
2139949;4444;1;T5 1x55W
2174197;4445;0;T5 1x55W
2174198;4445;1;T5 1x55W
2376410;4446;0;T5 3x55W
2376411;4446;1;T5 3x55W
2304753;4447;0;T5 3x55W
2304754;4447;1;T5 3x55W
2375832;4448;0;E27 3x70W
2375833;4448;1;E27 3x70W
2375830;4449;0;E27 3x70W
2375831;4449;1;E27 3x70W
2376338;4450;0;E27 4x105W
2376339;4450;1;E27 4x105W
2304740;4451;0;E27 6x105W
2304741;4451;1;E27 6x105W
2375778;4452;0;E27 2x20W
2185365;4453;0;russet
2380258;4454;0;celeste
2380270;4455;0;chilli
2375445;4456;0;E27 2x15W
2375446;4456;1;E27 2x15W
2375804;4457;0;E27 3x14W
2376159;4458;0;E27 4x24W
2375812;4459;0;E27 3x24W
2376121;4460;0;E27 2x24W
2376335;4461;0;E27 3x75W
2376331;4462;0;E27 3x18W
2174218;4463;0;Ceiling-/recessed - Downlight
2174219;4463;1;Downlight
2174220;4463;2;Downlight
2380089;4464;0;black/gold matt -/- schwarz/gold matt
2380090;4464;1;schwarz/gold matt
2380091;4464;2;black/gold matt
2184614;4465;0;grey brown -/- grau braun
2184615;4465;1;grau braun
2184616;4465;2;grey brown
2276144;4466;0;WFL-50°
2276115;4467;0;FL-33°
2189578;4468;0;LED 2x12W
2375449;4469;0;E27 2x28W eco
2375450;4469;1;E27 2x28W eco
2376162;4470;0;E27 4x42W
2376163;4470;1;E27 4x42W
2376340;4471;0;E27 4x42W
2376341;4471;1;E27 4x42W
2122719;4472;0;synthetic leather -/- Kunstleder
2122720;4472;1; Kunstleder
2374169;4473;0;copper red, shaded
2374170;4473;1;kupferrot nuanciert
2374171;4473;2;shaded copper red
2373956;4474;0;antiqued brown -/- brown antik
2373957;4474;1;brown antik
2373958;4474;2;antiqued brown
2184527;4475;0;gold foil -/- Goldfolie
2184528;4475;1;Goldfolie
2189322;4476;0;LED 1-3W
2369557;4477;0;1-3W
2174239;4478;0;Floor, Wall - Fluter
2174240;4478;1;Fluter
2174241;4478;2;Fluter
2189340;4479;0;LED 12W
506580;4480;0;Up-/Downlight
2174296;4481;0;Wall - Up-/Downlight
2174297;4481;1;Up-/Downlight
2174298;4481;2;Up-/Downlight
2174224;4484;0;Effect lighting -/- Lichteffekte
2174225;4484;1;Lichteffekte
2174226;4484;2;Effect lighting
2189569;4487;0;LED 2W
2369627;4488;0;2W
2189594;4489;0;LED 2x2W
2369628;4490;0;2x2W
2276109;4491;0;breit-eng -/wide-narrow
2276110;4491;1;breit-eng
2276111;4491;2;wide-narrow
2276106;4492;0;breit-breit -/ wide-wide
2276107;4492;1;breit-brei
2276108;4492;2;wide-wide
2342036;4493;0;Teak wood -/- Teakholz
2342037;4493;1;Teakholz
2342038;4493;2;Teak wood
2189147;4494;0;GX24d-2 1x18W
2248917;4495;0;GX24d-2
2375412;4496;0;E27 1x28W eco
2375413;4496;1;E27 1x28W eco
2189959;4497;0;LED 8-12W
2369719;4498;0;8-12W
2363471;4499;0;Einbaurahmen
2363472;4499;2;Mounting kit
2188729;4500;0;G53 1x50W 12V
2189910;4501;0;LED 6-8W
2369700;4502;0;6-8W
2369591;4503;0;18-25W
2189387;4504;0;LED 18-25W
2368888;4505;0;Design Diego Chilò
2375392;4506;0;E27 1x100W + 2GX13 1x22W
2375574;4507;0;G9 4x60W + E27 1x100W
2375644;4508;0;2GX13 1x55W + G9 4x60W + E27 1x100W
2189618;4509;0;LED 2x6-8W
2189793;4510;0;LED 3x6-8W
2374017;4511;0;black/gold mat -/- schwarz/gold matt
2374018;4511;1;schwarz/gold matt
2374019;4511;2;black/gold mat
674969;4512;0;IP22
2181025;4513;0;R.Design Toso, M.Massari & Associates with G. Toso
2375534;4514;0;G5 4x24W
2375921;4515;0;G5 4x39W
2180670;4516;0;Leucos Design Team
2368892;4517;0;Design Marco Piva
2368893;4518;0;Design Rockwell Group
2181211;4519;0;Toso & Massari
2380292;4520;0;chrome crystal -/- verchromtes Kristall
2380293;4520;1;verchromtes Kristall
2380294;4520;2;chrome crystal
2373886;4521;0;aluminium grey -/- aluminium grau
2373887;4521;1;aluminium grau
2373888;4521;2;aluminium grey
2375779;4522;0;E27 2x20W Par38
2376120;4523;0;E27 2x23W Par38
2180928;4524;0;Paola Navone
2368786;4525;0;Brodie Neill
2380718;4526;0;B15d 2x205W
2173791;4527;0;R7s 78mm 1x120W
2173792;4527;1;R7s 78mm 1x120W
2139922;4528;0;R7s 117mm 1x160W
2139923;4528;1;R7s 117mm 1x160W
2346044;4529;0;Ma & De
2346045;4530;0;Manamana
2368692;4531;0;Anton Petrov e Ilya Korchagin
2188223;4532;0;E27 3x24W
2185959;4533;0;white/ prism optics -/- wei�/Prismaoptik
2185960;4533;1;wei�/Prismaoptik
2185961;4533;2;white/ prism optics
2180727;4534;0;Manamana
2189932;4535;0;LED 6x2W + E27 RGB
2180732;4536;0;Manuel Remeggio
2189437;4537;0;LED 1x0,4W RGB
2369553;4538;0;0,4W
2180853;4539;0;Mirco Crosatto
2173731;4540;0;LED 36W (2700lm) 3000K
2139893;4542;0;LED 48W (3600lm) 3000K
2189881;4543;0;LED 58,81W
2262908;4544;0;Swarovski Elements clear/ gold -/- kristall/ gold
2262909;4544;1;SWAROVSKI® ELEMENTS kristall/ gold
2262910;4544;2;SWAROVSKI® ELEMENTS crystal clear/gold
2262821;4545;0;clear/purple -/- kristall/violett
2262822;4545;1;kristall/ violett
2262823;4545;2;crystal clear/ purple
2345952;4546;0;Basis
2180896;4547;0;On Industriedesign
2380301;4548;0;chrome satined matt -/- chrom matt
2380302;4548;1;satin chrom matt
2380303;4548;2;saten chrome matt
2380280;4549;0;chrom polished -/- chrom poliert
2380281;4549;1;chrom poliert
2380282;4549;2;chrom polished
2374494;4550;0;pearl white -/- perlwei�
2374495;4550;1;perlwei�
2374496;4550;2;pearl white
2189884;4551;0;LED 5W
571465;4552;0;2
571466;4552;1;2 Leuchten
571467;4552;2;2 Lamps
571468;4553;0;3
571469;4553;1;3 Leuchten
571470;4553;2;3 Lamps
571471;4554;0;4
571472;4554;1;4 Leuchten
571473;4554;2;4 Lamps
571474;4555;0;5
571475;4555;1;5 Leuchten
571476;4555;2;5 Lamps
571477;4556;0;6
571478;4556;1;6 Leuchten
571479;4556;2;6 Lamps
2341767;4557;0;brass -/- messing
2341768;4557;1;messing
2341769;4557;2;brass
2381294;4558;0;4,50 m
2381295;4558;2;"4,50m / 177.16"""
2381280;4559;0;2,30 m
2381281;4559;2;"2,30m /90.55"""
2248926;4560;0;GY9,5
2189596;4561;0;LED 2x30W
2189743;4562;0;LED 3x30W
2248921;4563;0;GX24q-5
2345942;4564;0;Artemide Architectural
2181092;4565;0;S&R Cornelissen
2374293;4566;0;gray/white -/- grau/wei�
2374294;4566;1;grau/wei�
2374295;4566;2;gray/white
2373975;4567;0;beige/white -/- beige/wei�
2373976;4567;1; beige/wei�
2373977;4567;2;beige/white
2374020;4568;0;black/orange -/- schwarz/orange
2374021;4568;1;schwarz/orange
2374022;4568;2;black/orange
2374563;4569;0;sandy -/- sandfarben
2316051;4570;0;satin metal -/- satiniertes Metall
2316054;4570;1;satiniertes Metall
2316057;4570;2;satin metal
2380568;4571;0;2G10 4x36W
2281252;4572;0;4100K
2189590;4573;0;LED 2x1W
2189468;4574;0;LED 1x30W
2276089;4575;0;2x20°
2276088;4576;0;2x10°
2276090;4577;0;2x5°
2189358;4578;0;LED 13W
2189324;4579;0;LED 10W
2276102;4580;0;4xwide -/- 4xbreit
2276103;4580;1;4x90° (4xbreit)
2276104;4580;2;4x90° (4xwide)
2276099;4581;0;4xnarrow -/- 4xeng
2276100;4581;1;4x15° (4xeng)
2276101;4581;2;4x15° (4xnarrow)
2276091;4582;0;2xnarrow -/- 2xeng
2276092;4582;1;2x15° (2xeng)
2276093;4582;2;2x15° (2xnarrow)
2276094;4583;0;2xwide -/- 2xbreit
2276095;4583;1;2x90° (2xbreit)
2276096;4583;2;2x90° (2xwide)
2276127;4584;0;only wide -/- nur 1xbreit
2276128;4584;1;nur 1x90° (breit)
2276129;4584;2;only 1x90° (wide)
2276121;4585;0;only 1xnarrow -/- nur 1xeng
2276122;4585;1;nur 1x15° (eng)
2276123;4585;2;only 1x15° (narrow)
2276118;4586;0;narrow/wide -/- eng/breit
2276119;4586;1;1x15°/1x90° (eng/breit)
2276120;4586;2;1x15°/1x90° (narrow/wide)
2189524;4587;0;LED 2,05W (1LED)
2189803;4588;0;LED 4,12W (2 LED)
2189957;4589;0;LED 8,21W (4LED)
2281254;4590;0;6000K
2188742;4591;0;G53 4x100W 12V
2333338;4592;0;G4 8x10W
2375509;4593;0;G4 10x10W
2375896;4594;0;G4 15x10W
2375895;4595;0;G4 15x10W
2376215;4596;0;G4 28x10W
2368762;4597;0;Bernhard Bartel
2368763;4597;1;Bernhard Bartel
2188611;4598;0;G4 6x35W 12V
2173717;4599;0;LED 24W
2139882;4600;0;LED 30W
2174145;4601;0;LED 36W
2341978;4602;0;resin-glass fabric -/- Glasharzgewebe
2341979;4602;1;Glasharzgewebe
2341980;4602;2;resin-glass fabric
2189388;4603;0;LED 18W
2185762;4604;0;Translucent Yellow
2185761;4605;0;Translucent Steel blue
2185760;4606;0;Translucent Purple
2185759;4607;0;Translucent Pink
2185755;4608;0;Translucent Moss
2185754;4609;0;Translucent Grey
2185753;4610;0;Translucent Emerald Blue
2185752;4611;0;Translucent Copper Blue
2185751;4612;0;Translucent Cobalt Blue
2185750;4613;0;Translucent Cherry Red
2185746;4614;0;Translucent Aubergine
2185745;4615;0;Translucent Amethyst
2185744;4616;0;Translucent Amber
2185469;4617;0;Satellite Yellow
2185444;4618;0;Satellite Moss
2185431;4619;0;Satellite Lapis
2185430;4620;0;Satellite Ivory
2185420;4621;0;Satellite Emerald
2185419;4622;0;Satellite Copper Blue
2185418;4623;0;Satellite Cobalt Blue
2185414;4624;0;Satellite Celadon
2185413;4625;0;Satellite Buttercup Yellow
2185409;4626;0;Satellite Aubergine
2185402;4627;0;Satellite Amber
2185176;4628;0;Opaque Ruby Red
2185172;4629;0;Opaque Milk White
2185165;4630;0;Opaque Lapis
2185164;4631;0;Opaque Ivory
2185160;4632;0;Opaque Forest
2185159;4633;0;Opaque Denim
2185158;4634;0;Opaque Celadon
2185154;4635;0;Opaque Bubble Gum
2188367;4636;0;E27 7x42W
2374100;4637;0;chestnut -/- kastanie
2374101;4637;1;kastanie
2374102;4637;2;chestnut
2190011;4638;0;LED wireless -/- LED kabellos
2190012;4638;1;LED kabellos
2189838;4639;0;LED 4x1,2W
2346078;4640;0;Next
2368859;4641;0;Constantin Wortmann, B�ro F�r Form
2293767;4642;0;silver -/- silber
2293768;4642;1;silber
2293769;4642;2;silver
2180524;4643;0;Hopf & Wortmann, B�ro F�r Form
2368756;4644;0;Benjamin Thut
2302942;4645;0;International Design Yearbook
2302927;4646;0;Design Preis Schweiz
2363479;4647;0;Fixed support -/- fixe Befestigung
2363480;4647;1;fixe Befestigung
2363481;4647;2;Fixed support
2363542;4648;0;Iron base -/- Rundfuss
2363543;4648;1;Rundfuss
2363544;4648;2;Iron base
2363605;4649;0;Table Clamp -/- Tischzwinge
2363606;4649;1;Tischzwinge
2363607;4649;2;Table Clamp
2181137;4650;0;Steve Lechot
2248920;4651;0;GX24q-3
2248919;4652;0;GX24q-2
2181096;4653;0;Samantha & John Ritschi-Lassoudry
2190049;4654;0;R7s 118mm 1x300W + GU10 1x50W
2180647;4655;0;King Miranda
2190046;4656;0;R7s 118mm 1x230W Eco + BA15d 1x50W
2185383;4657;0;sand
2292962;4658;0;Natural timber veneer: grey
2292963;4658;1;Nat�rliches Holzfurnier: grau
2292960;4659;0;Natural timber veneer: green
2292961;4659;1;Nat�rliches Holzfurnier: gr�n
2292966;4660;0;Natural timber veneer: red
2292967;4660;1;Nat�rliches Holzfurnier: rot
2292964;4661;0;Natural timber veneer: orange
2292965;4661;1;Nat�rliches Holzfurnier: orange
2292968;4662;0;Natural timber veneer: yellow
2292969;4662;1;Nat�rliches Holzfurnier: gelb
2292956;4663;0;Natural timber veneer: beech
2292957;4663;1;Nat�rliches Holzfurnier: buche
2292958;4664;0;Natural timber veneer: cherry
2292959;4664;1;Nat�rliches Holzfurnier: kirschbaum
2292955;4665;0;Natural timber veneer: american white wood
2181039;4666;0;Remedios Simon
2180570;4667;0;Javier Herrero Studio
2188817;4668;0;G9 1x28W
2368739;4669;0;B. Loft & Modiss Design Team
2375456;4670;0;E27 2x52W
2375553;4671;0;G9 2x33W
2376222;4672;0;G5 1x39W
2180675;4673;0;Linea Light Studio
2375640;4674;0;2GX13 1x22W
2375975;4675;0;2GX13 1x55W
2376303;4676;0;2G11 4x24W + 2GX13 1x22W
2185035;4677;0;natural iron -/- nat�rliches Eisen
2185036;4677;1;nat�rliches Eisen
2185037;4677;2;natural iron
2180544;4678;0;Irina Alexeeva
2189851;4679;0;LED 4x1W
2184513;4680;0;glossy grey -/- gl�nzend grau
2369596;4681;0;1W
2189397;4682;0;LED 1W
2184517;4683;0;glossy pink -/- gl�nzend pink
2184510;4684;0;glossy acid green -/- gr�n gl�nzend
2184511;4684;1;gr�n gl�nzend
2184515;4685;0;glossy natural -/- natur gl�nzend
2184516;4685;1;natur gl�nzend
674967;4686;0;-
2380461;4687;0;crystal / chrome
2380462;4687;1;klarglas / chrom
2379908;4688;0;amber / gold
2189236;4689;0;GY6,35 1x90W + 1x75W 12V
2181036;4690;0;Ramos & Bassols
2341785;4691;0;cocoon
2363448;4692;0;base -/- Fuss
2363449;4692;1;Fuss
2363450;4692;2;base
2184438;4693;0;fabric -/- gewebe
2184439;4693;1;Gewebe
2184440;4693;2;Fabric
2368592;4694;0;Achille & Pier Giacomo Castiglioni
2189529;4695;0;LED 20W (1150lm) 2700K
